"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"92598","1",29039865,29039956,"-",24,112,29039912,27,"intergenic","AT1G77300","protein_coding","29039922","29034822","AT1G77300",29039922,29049454,"AT1G77280",29030998,29034822,9.40897227050419,11.6987322134764,12.0546454298256,11.0541166379354
"92638","1",29111947,29112054,"-",24,95,29111968,37,"three_prime_UTR","AT1G77470","protein_coding","29111948","29112193",NA,NA,NA,NA,NA,NA,10.6635019065714,8.81643587102572,11.1935993276952,10.2245123684308
"92640","1",29114543,29114571,"-",8,65,29114561,52,"three_prime_UTR","AT1G77480","protein_coding","29114449","29114945",NA,NA,NA,NA,NA,NA,4.39085372623529,7.62960796531071,5.5967996638476,5.87242045179787
"92653","1",29137611,29137711,"-",18,211,29137630,75,"three_prime_UTR","AT1G77540","protein_coding","29137626","29137761",NA,NA,NA,NA,NA,NA,12.5452963606723,20.3456212408286,30.5671366256292,21.1526847423767
"92654","1",29138282,29138365,"-",22,181,29138302,75,"three_prime_UTR","AT1G77550","protein_coding","29138277","29138489",NA,NA,NA,NA,NA,NA,22.5815334492101,15.9374033053157,21.9566756043252,20.1585374529503
"92658","1",29143960,29144071,"-",21,90,29143982,23,"intergenic","AT1G77580","protein_coding","29144025","29143161","AT1G77580",29144025,29147646,"AT1G77560",29143090,29143161,12.5452963606723,6.95142059061643,12.4851684808908,10.6606284773932
"92663","1",29148223,29148317,"-",22,53,29148260,8,"three_prime_UTR","AT1G77590","protein_coding","29148160","29148500",NA,NA,NA,NA,NA,NA,6.89991299836974,6.44278005959572,1.7220922042608,5.02159508740875
"92664","1",29148372,29148434,"-",19,200,29148396,71,"three_prime_UTR","AT1G77590","protein_coding","29148160","29148500",NA,NA,NA,NA,NA,NA,22.5815334492101,21.5324491465436,15.9293528894124,20.014445161722
"92669","1",29152723,29152750,"-",7,37,29152746,23,"three_prime_UTR","AT1G77600","protein_coding","29152642","29152889",NA,NA,NA,NA,NA,NA,3.13632409016806,3.73003056081857,4.305230510652,3.72386172054621
"92685","1",29185773,29185881,"-",19,71,29185867,16,"three_prime_UTR","AT1G77660","protein_coding","29185838","29186072",NA,NA,NA,NA,NA,NA,11.9180315426386,7.62960796531071,3.0136613574564,7.52043362180192
"92692","1",29188929,29188936,"-",6,88,29188930,59,"three_prime_UTR","AT1G77670","protein_coding","29188843","29189042",NA,NA,NA,NA,NA,NA,6.89991299836974,7.96870165265786,12.915691531956,9.26143539432787
"92697","1",29191848,29192048,"-",53,376,29191999,71,"three_prime_UTR","AT1G77680","protein_coding","29191720","29192187",NA,NA,NA,NA,NA,NA,42.026742808252,35.4352903277764,43.05230510652,40.1714460808495
"92705","1",29200848,29200974,"-",15,31,29200918,9,"three_prime_UTR","AT1G77690","protein_coding","29200417","29201231",NA,NA,NA,NA,NA,NA,5.0181185442689,3.22139002979786,1.7220922042608,3.32053359277585
"92706","1",29201008,29201058,"-",10,42,29201031,13,"three_prime_UTR","AT1G77690","protein_coding","29200417","29201231",NA,NA,NA,NA,NA,NA,3.76358890820168,2.71274949877714,8.610461021304,5.02893314276094
"92726","1",29229996,29230091,"-",18,47,29230037,13,"three_prime_UTR","AT1G77750","protein_coding","29229990","29230345",NA,NA,NA,NA,NA,NA,5.0181185442689,5.59504584122786,2.5831383063912,4.39876756396265
"92727","1",29230153,29230225,"-",27,209,29230223,91,"three_prime_UTR","AT1G77750","protein_coding","29229990","29230345",NA,NA,NA,NA,NA,NA,20.0724741770756,20.6847149281757,23.678767808586,21.4786523046124
"92732","1",29235728,29235989,"-",82,585,29235803,105,"three_prime_UTR","AT1G77760","protein_coding","29235721","29236004",NA,NA,NA,NA,NA,NA,47.0448613525209,66.2928158763664,51.2322430767588,54.8566401018821
"92753","1",29260601,29260624,"-",10,30,29260620,10,"intergenic","AT1G77810","protein_coding","29260621","29255375","AT1G77810",29260621,29263030,"AT1G09757",29255026,29255375,7.52717781640335,2.03456212408286,2.5831383063912,4.04829274895914
"92793","1",29303885,29304045,"-",86,2951,29303976,1307,"three_prime_UTR","AT1G77940","protein_coding","29303864","29304115",NA,NA,NA,NA,NA,NA,317.395997925008,303.488850175693,281.992598447706,300.959148849469
"92827","1",29349660,29349758,"-",28,138,29349701,47,"three_prime_UTR","AT1G78060","protein_coding","29349679","29349795",NA,NA,NA,NA,NA,NA,10.0362370885378,13.7332943375593,17.6514450936732,13.8069921732568
"92859","1",29401756,29401872,"-",38,236,29401837,33,"three_prime_UTR","AT1G78140","protein_coding","29401759","29401936",NA,NA,NA,NA,NA,NA,21.9542686311764,20.6847149281757,34.0113210341508,25.5501015311677
"92866","1",29418467,29418565,"-",27,159,29418513,32,"intergenic","AT1G78190","protein_coding","29418620","29404025","AT1G78190",29418620,29418994,"AT1G78140",29401759,29404025,9.40897227050419,17.4633248983779,17.6514450936732,14.8412474208518
"92873","1",29422717,29422810,"-",23,55,29422744,12,"three_prime_UTR","AT1G78210","protein_coding","29422716","29422819",NA,NA,NA,NA,NA,NA,3.76358890820168,5.42549899755429,7.3188918681084,5.50265992462146
"92877","1",29432818,29432893,"-",26,245,29432848,138,"three_prime_UTR","AT1G78240","protein_coding","29432829","29433172",NA,NA,NA,NA,NA,NA,23.2087982672437,24.7538391763414,26.6924291660424,24.8850222032092
"92893","1",29457198,29457246,"-",21,89,29457237,19,"three_prime_UTR","AT1G78290","protein_coding","29457205","29457456",NA,NA,NA,NA,NA,NA,9.40897227050419,7.79915480898429,12.0546454298256,9.75425750310469
"92894","1",29457273,29457424,"-",31,89,29457355,10,"three_prime_UTR","AT1G78290","protein_coding","29457205","29457456",NA,NA,NA,NA,NA,NA,11.290766724605,8.13824849633143,9.9020301744996,9.77701513181202
"92919","1",29484162,29484213,"-",19,113,29484212,43,"three_prime_UTR","AT1G78370","protein_coding","29484120","29484427",NA,NA,NA,NA,NA,NA,15.0543556328067,8.64688902735214,16.3598759404776,13.3537068668788
"92920","1",29484241,29484423,"-",93,14328,29484271,5601,"three_prime_UTR","AT1G78370","protein_coding","29484120","29484427",NA,NA,NA,NA,NA,NA,1469.68146865275,1473.87071205436,1417.28188410664,1453.61135493792
"92923","1",29484689,29484737,"-",9,44,29484723,24,"CDS","AT1G78370","protein_coding","29484428","29484766",NA,NA,NA,NA,NA,NA,24.4633279033109,0.169546843673571,1.7220922042608,8.78498898374842
"92927","1",29486367,29486631,"-",118,5672,29486444,1227,"three_prime_UTR","AT1G78380","protein_coding","29486387","29486658",NA,NA,NA,NA,NA,NA,529.411506420369,609.012262475469,532.126491116587,556.850086670808
"92945","1",29516962,29516998,"-",12,207,29516984,86,"intergenic","AT1G78450","protein_coding","29516989","29513100","AT1G78450",29516989,29518028,"AT1G78440",29511561,29513100,18.8179445410084,19.6674338661343,26.2619061149772,21.58242817404
"92946","1",29517041,29517124,"-",15,66,29517061,26,"three_prime_UTR","AT1G78450","protein_coding","29516989","29517146",NA,NA,NA,NA,NA,NA,5.0181185442689,6.27323321592214,9.0409840723692,6.77744527752008
"92967","1",29535218,29535293,"-",22,754,29535284,279,"three_prime_UTR","AT1G78510","protein_coding","29535060","29535409",NA,NA,NA,NA,NA,NA,71.5081892558318,77.3133607151486,79.2162413959968,76.0125971223258
"92984","1",29544964,29545047,"-",17,77,29544968,20,"three_prime_UTR","AT1G78550","protein_coding","29544902","29545030",NA,NA,NA,NA,NA,NA,8.78170745247058,8.47734218367857,5.5967996638476,7.61861643333225
"92989","1",29546596,29546730,"-",40,297,29546622,124,"three_prime_UTR","AT1G78560","protein_coding","29546559","29546845",NA,NA,NA,NA,NA,NA,37.6358890820168,35.2657434841029,12.4851684808908,28.4622670156701
"92992","1",29552323,29552376,"-",12,48,29552366,19,"three_prime_UTR","AT1G78580","protein_coding","29552340","29552494",NA,NA,NA,NA,NA,NA,3.76358890820168,5.25595215388072,4.7357535617172,4.5850982079332
"93003","1",29568973,29569096,"-",36,172,29569078,30,"three_prime_UTR","AT1G78610","protein_coding","29568961","29569225",NA,NA,NA,NA,NA,NA,20.0724741770756,17.6328717420514,15.4988298383472,17.7347252524914
"93007","1",29573614,29573713,"-",31,437,29573661,100,"three_prime_UTR","AT1G78620","protein_coding","29573657","29573861",NA,NA,NA,NA,NA,NA,47.6721261705546,38.6566803575743,57.2595657916716,47.8627907732668
"93022","1",29607687,29607717,"-",12,70,29607692,18,"three_prime_UTR","AT1G78730","protein_coding","29607689","29607839",NA,NA,NA,NA,NA,NA,6.89991299836974,5.76459268490143,10.76307627663,7.80919398663372
"93040","1",29623502,29623579,"-",15,65,29623546,17,"three_prime_UTR","AT1G78790","protein_coding","29623205","29623760",NA,NA,NA,NA,NA,NA,8.15444263443696,4.74731162286,10.3325532255648,7.74476916095392
"93042","1",29623707,29623809,"-",21,54,29623713,10,"three_prime_UTR","AT1G78790","protein_coding","29623205","29623760",NA,NA,NA,NA,NA,NA,9.40897227050419,6.10368637224857,1.2915691531956,5.60140926531612
"93047","1",29625624,29625781,"-",34,225,29625664,83,"three_prime_UTR","AT1G78800","protein_coding","29625587","29625858",NA,NA,NA,NA,NA,NA,18.1906797229748,24.4147454889943,22.3871986553904,21.6642079557865
"93051","1",29628306,29628349,"-",11,34,29628312,9,"three_prime_UTR","AT1G78810","protein_coding","29628234","29628537",NA,NA,NA,NA,NA,NA,5.0181185442689,2.37365581143,5.1662766127824,4.18601698949377
"93059","1",29634184,29634414,"-",58,489,29634336,90,"three_prime_UTR","AT1G78820","protein_coding","29634096","29634400",NA,NA,NA,NA,NA,NA,47.6721261705546,48.3208504469679,55.1069505363456,50.3666423846227
"93062","1",29636904,29636967,"-",13,81,29636954,45,"three_prime_UTR","AT1G78830","protein_coding","29636818","29637140",NA,NA,NA,NA,NA,NA,6.89991299836974,7.62960796531071,10.76307627663,8.43086574677015
"93063","1",29637000,29637150,"-",27,131,29637066,24,"three_prime_UTR","AT1G78830","protein_coding","29636818","29637140",NA,NA,NA,NA,NA,NA,16.3088852688739,12.2073727444971,14.2072606851516,14.2411728995076
"93066","1",29641886,29641975,"-",31,582,29641946,322,"three_prime_UTR","AT1G78850","protein_coding","29641860","29642071",NA,NA,NA,NA,NA,NA,65.2355410754957,63.5800663775893,44.3438742597156,57.7198272376002
"93081","1",29652602,29652791,"-",52,260,29652664,44,"three_prime_UTR","AT1G78880","protein_coding","29652633","29653067",NA,NA,NA,NA,NA,NA,27.599651993479,25.9406670820564,27.1229522171076,26.8877570975477
"93086","1",29658114,29658178,"-",15,39,29658119,11,"three_prime_UTR","AT1G78895","protein_coding","29658116","29658312",NA,NA,NA,NA,NA,NA,6.89991299836974,3.560483717145,3.0136613574564,4.49135269099038
"93092","1",29667543,29667696,"-",30,268,29667592,132,"three_prime_UTR","AT1G78915","protein_coding","29667565","29667728",NA,NA,NA,NA,NA,NA,21.9542686311764,28.9925102681807,26.6924291660424,25.8797360217999
"93125","1",29715060,29715094,"-",11,180,29715081,121,"three_prime_UTR","AT1G78995","protein_coding","29715072","29715432",NA,NA,NA,NA,NA,NA,18.8179445410084,17.9719654293986,18.9430142468688,18.5776414057586
"93127","1",29715210,29715305,"-",12,70,29715301,41,"three_prime_UTR","AT1G78995","protein_coding","29715072","29715432",NA,NA,NA,NA,NA,NA,5.64538336230251,7.29051427796357,7.7494149191736,6.8951041864799
"93130","1",29716341,29716352,"-",8,93,29716349,39,"intergenic","AT1G79000","protein_coding","29716350","29716255","AT1G79000",29716350,29724748,"AT1G78995",29715072,29716255,7.52717781640335,8.47734218367857,13.3462145830212,9.78357819436771
"93145","1",29724876,29725038,"-",62,1195,29724949,399,"three_prime_UTR","AT1G79010","protein_coding","29724796","29725137",NA,NA,NA,NA,NA,NA,130.471082150991,129.194694879261,96.86768648967,118.844487839974
"93147","1",29727109,29727131,"-",7,76,29727126,52,"three_prime_UTR","AT1G79020","protein_coding","29727044","29727281",NA,NA,NA,NA,NA,NA,7.52717781640335,6.95142059061643,9.9020301744996,8.1268761938398
"93151","1",29730686,29730732,"-",15,48,29730701,9,"three_prime_UTR","AT1G79030","protein_coding","29730642","29730921",NA,NA,NA,NA,NA,NA,6.89991299836974,3.39093687347143,7.3188918681084,5.86991391331652
"93157","1",29736935,29737028,"-",36,322,29736960,96,"three_prime_UTR","AT1G79050","protein_coding","29736959","29737206",NA,NA,NA,NA,NA,NA,30.1087112656134,35.2657434841029,28.4145213703032,31.2629920400065
"93161","1",29744668,29744718,"-",13,48,29744690,15,"three_prime_UTR","AT1G79070","protein_coding","29744271","29745017",NA,NA,NA,NA,NA,NA,3.76358890820168,6.61232690326929,1.2915691531956,3.88916165488885
"93163","1",29746919,29747032,"-",29,114,29746986,48,"three_prime_UTR","AT1G79080","protein_coding","29746972","29747101",NA,NA,NA,NA,NA,NA,8.78170745247058,14.9201222432743,5.1662766127824,9.62270210284242
"93165","1",29749108,29749250,"-",53,453,29749202,48,"three_prime_UTR","AT1G79090","protein_coding","29749101","29749550",NA,NA,NA,NA,NA,NA,49.5539206246554,46.286288322885,43.4828281575852,46.4410123683752
"93185","1",29772501,29772599,"-",32,197,29772569,43,"three_prime_UTR","AT1G79150","protein_coding","29772510","29772715",NA,NA,NA,NA,NA,NA,16.9361500869075,22.7192770522586,15.4988298383472,18.3847523258378
"93186","1",29772629,29772683,"-",14,41,29772641,9,"three_prime_UTR","AT1G79150","protein_coding","29772510","29772715",NA,NA,NA,NA,NA,NA,7.52717781640335,4.23867109183929,1.7220922042608,4.49598037083448
"93196","1",29779613,29779689,"-",17,106,29779685,23,"three_prime_UTR","AT1G79160","protein_coding","29779517","29779861",NA,NA,NA,NA,NA,NA,5.64538336230251,12.5464664318443,9.9020301744996,9.36462665621547
"93197","1",29779717,29779867,"-",34,289,29779747,120,"three_prime_UTR","AT1G79160","protein_coding","29779517","29779861",NA,NA,NA,NA,NA,NA,26.3451223574117,34.418009265735,18.9430142468688,26.5687152900052
"93203","1",29796070,29796185,"-",37,422,29796147,78,"three_prime_UTR","AT1G79210","protein_coding","29796081","29796285",NA,NA,NA,NA,NA,NA,53.3175095328571,43.4039919804343,34.8723671362812,43.8646228831909
"93208","1",29804703,29804759,"-",25,894,29804734,615,"intergenic","AT1G79250","protein_coding","29810134","29798836","AT1G79250",29810134,29812683,"AT1G79210",29796081,29798836,75.2717781640335,93.5898577078114,95.5761173364744,88.1459177361065
"93214","1",29805459,29805658,"-",38,181,29805647,27,"intergenic","AT1G79250","protein_coding","29810134","29798836","AT1G79250",29810134,29812683,"AT1G79210",29796081,29798836,17.5634149049412,16.2764969926629,24.5398139107164,19.4599086027735
"93231","1",29818994,29819093,"-",29,229,29819017,73,"three_prime_UTR","AT1G79280","protein_coding","29818970","29819175",NA,NA,NA,NA,NA,NA,18.8179445410084,25.2624797073621,21.52615255326,21.8688589338768
"93258","1",29844608,29844654,"-",8,32,29844611,10,"intergenic","AT1G79350","protein_coding","29844621","29833016","AT1G79350",29844621,29853466,"AT1G79280",29819142,29833016,1.88179445410084,2.71274949877714,5.5967996638476,3.39711453890853
"93269","1",29863175,29863224,"-",7,39,29863224,19,"intergenic","AT1G79390","protein_coding","29863225","29855872","AT1G79390",29863225,29864330,"AT1G79360",29853960,29855872,5.0181185442689,3.39093687347143,4.7357535617172,4.38160299315251
"93270","1",29863252,29863266,"-",10,95,29863256,47,"three_prime_UTR","AT1G79390","protein_coding","29863225","29863464",NA,NA,NA,NA,NA,NA,10.6635019065714,8.13824849633143,12.915691531956,10.572480644953
"93278","1",29877262,29877373,"-",18,49,29877358,8,"three_prime_UTR","AT1G79430","protein_coding","29877228","29877520",NA,NA,NA,NA,NA,NA,8.15444263443696,3.560483717145,6.457845765978,6.05759070585332
"93290","1",29894610,29894671,"-",13,36,29894627,11,"three_prime_UTR","AT1G79470","protein_coding","29894569","29894771",NA,NA,NA,NA,NA,NA,5.64538336230251,2.88229634245071,4.305230510652,4.27763673846841
"93296","1",29907961,29908108,"-",47,278,29908017,50,"three_prime_UTR","AT1G79510","protein_coding","29908013","29908270",NA,NA,NA,NA,NA,NA,28.8541816295462,25.9406670820564,34.0113210341508,29.6020565819178
"93308","1",29911543,29911664,"-",15,104,29911608,78,"three_prime_UTR","AT1G79520","protein_coding","29911381","29912368",NA,NA,NA,NA,NA,NA,6.89991299836974,10.681451151435,12.915691531956,10.1656852272536
"93311","1",29912113,29912260,"-",28,230,29912251,93,"three_prime_UTR","AT1G79520","protein_coding","29911381","29912368",NA,NA,NA,NA,NA,NA,19.445209359042,27.297041831445,16.3598759404776,21.0340423769882
"93312","1",29912291,29912348,"-",9,43,29912315,15,"three_prime_UTR","AT1G79520","protein_coding","29911381","29912368",NA,NA,NA,NA,NA,NA,3.76358890820168,5.08640531020714,3.0136613574564,3.95455185862174
"93314","1",29915906,29915996,"-",17,78,29915943,23,"three_prime_UTR","AT1G79530","protein_coding","29915902","29916231",NA,NA,NA,NA,NA,NA,5.0181185442689,8.64688902735214,8.1799379702388,7.28164851395328
"93323","1",29924085,29924132,"-",23,632,29924125,254,"three_prime_UTR","AT1G79550","protein_coding","29924023","29924346",NA,NA,NA,NA,NA,NA,70.8809244377982,68.6664716877964,49.0796278214328,62.8756746490092
"93324","1",29924163,29924238,"-",37,291,29924232,74,"three_prime_UTR","AT1G79550","protein_coding","29924023","29924346",NA,NA,NA,NA,NA,NA,33.2450353557815,28.8229634245071,29.2755674724336,30.4478554175741
"93327","1",29932555,29932623,"-",11,39,29932602,9,"three_prime_UTR","AT1G79570","protein_coding","29932578","29932855",NA,NA,NA,NA,NA,NA,5.64538336230251,3.73003056081857,3.4441844085216,4.2731994438809
"93328","1",29932649,29932684,"-",20,267,29932670,146,"three_prime_UTR","AT1G79570","protein_coding","29932578","29932855",NA,NA,NA,NA,NA,NA,24.4633279033109,27.4665886751186,28.4145213703032,26.7814793162442
"93335","1",29949898,29950038,"-",36,448,29950001,107,"three_prime_UTR","AT1G79600","protein_coding","29949910","29950104",NA,NA,NA,NA,NA,NA,37.6358890820168,44.9299135734964,52.9543352810196,45.1733793121776
"93338","1",29952914,29953000,"-",10,45,29952919,19,"three_prime_UTR","AT1G79610","protein_coding","29952873","29953088",NA,NA,NA,NA,NA,NA,4.39085372623529,3.89957740449214,6.457845765978,4.91609229890181
"93350","1",29966500,29966517,"-",10,80,29966501,43,"three_prime_UTR","AT1G79640","protein_coding","29966313","29966820",NA,NA,NA,NA,NA,NA,6.89991299836974,8.64688902735214,7.7494149191736,7.76540564829849
"93354","1",29972080,29972158,"-",22,101,29972138,25,"three_prime_UTR","AT1G79650","protein_coding","29971989","29972405",NA,NA,NA,NA,NA,NA,12.5452963606723,7.96870165265786,14.6377837362168,11.7172605831823
